,timestamp,owner,target,friendship,romance,interaction_score,statuses
354,0003-03-01T00:00.000z,6,131,0,0,3,
355,0003-03-01T00:00.000z,6,27,0,0,3,
356,0003-03-01T00:00.000z,6,130,0,0,3,
357,0003-03-01T00:00.000z,6,148,0,0,3,
358,0003-03-01T00:00.000z,6,2,0,0,3,
359,0003-03-01T00:00.000z,6,31,0,0,3,
360,0003-03-01T00:00.000z,6,138,0,0,3,
361,0003-03-01T00:00.000z,6,38,0,0,3,
362,0003-03-01T00:00.000z,6,142,0,0,3,
363,0003-03-01T00:00.000z,6,135,0,0,3,
364,0003-04-01T00:00.000z,6,7,100,0,1,ParentOf
365,0003-04-01T00:00.000z,6,11,100,0,1,ParentOf
366,0003-04-01T00:00.000z,6,17,100,0,1,ParentOf
367,0003-04-01T00:00.000z,6,4,0,0,3,
368,0003-04-01T00:00.000z,6,3,0,0,3,
369,0003-04-01T00:00.000z,6,26,0,0,3,
370,0003-04-01T00:00.000z,6,42,0,0,3,
371,0003-04-01T00:00.000z,6,40,0,0,3,
372,0003-04-01T00:00.000z,6,137,0,0,3,
373,0003-04-01T00:00.000z,6,131,0,0,3,
374,0003-04-01T00:00.000z,6,27,0,0,3,
375,0003-04-01T00:00.000z,6,130,0,0,3,
376,0003-04-01T00:00.000z,6,148,0,0,3,
377,0003-04-01T00:00.000z,6,2,0,0,3,
378,0003-04-01T00:00.000z,6,31,0,0,3,
379,0003-04-01T00:00.000z,6,138,0,0,3,
380,0003-04-01T00:00.000z,6,38,0,0,3,
381,0003-04-01T00:00.000z,6,142,0,0,3,
382,0003-04-01T00:00.000z,6,135,0,0,3,
383,0003-05-01T00:00.000z,6,7,100,0,1,ParentOf
384,0003-05-01T00:00.000z,6,11,100,0,1,ParentOf
385,0003-05-01T00:00.000z,6,17,100,0,1,ParentOf
386,0003-05-01T00:00.000z,6,4,0,0,3,
387,0003-05-01T00:00.000z,6,3,0,0,3,
388,0003-05-01T00:00.000z,6,26,0,0,3,
389,0003-05-01T00:00.000z,6,42,0,0,3,
390,0003-05-01T00:00.000z,6,40,0,0,3,
391,0003-05-01T00:00.000z,6,137,0,0,3,
392,0003-05-01T00:00.000z,6,131,0,0,3,
